head	tail	context	relation_type
C0021665	C0123707	C1704272	Decrease
C4042483	C0242957	C0027651	Binding
C0080055	C0219474	C0027651	Regulation
C0014239	C0242957	C0027651	Regulation
C0242957	C0014239	C0678222	Binding
C0079259	C0115220	C0013264	Binding
C0809183	C0249880	C0023418	Regulation
C0809183	C0249880	C1961102	Regulation
C0809183	C0249880	C0023449	Binding
C0809183	C0249880	C0023467	Binding
C0042172	C0249880	C0699791	Binding
C0042172	C0249880	C0027651	Binding
C0041070	C0077404	C0742343	Binding
C0207071	C0125606	C0023418	Binding
C0387583	C1565860	C1527249	Binding
C1333357	C0172237	C0268138	Binding
C1366487	C0032923	C2751492	Binding
C0248813	C0085828	C0699791	Decrease
C0031858	C0009630	C0175697	Binding
C0108754	C0019764	C0027651	Decrease
C1456820	C0108754	C0027651	Binding
C0108754	C0021756	C0027651	Decrease
C0085295	C0108754	C0027651	Binding
C0108754	C0021745	C0027651	Binding
C0019764	C1456820	C0027651	Binding
C0021756	C0019764	C0027651	Binding
C0021745	C0019764	C0175697	Increase
C0021745	C0019764	C0027651	Binding
C1456820	C0031858	C0027651	Binding
C0021756	C0031858	C0175697	Binding
C0021756	C0031858	C0027651	Binding
C0031858	C0085295	C0175697	Binding
C0085295	C0031858	C0027651	Binding
C0031858	C0021745	C0175697	Binding
C0021745	C0031858	C0027651	Binding
C1456820	C0021756	C0175697	Binding
C0085295	C0021753	C0175697	Increase
C0021756	C0021745	C0175697	Binding
C0021745	C0021756	C0027651	Regulation
C0021756	C0021753	C0175697	Binding
C0021756	C0021753	C0027651	Binding
C0085295	C0021745	C0175697	Binding
C0085295	C0021753	C0027651	Binding
C0034819	C0085295	C0027651	Binding
C0034819	C0021745	C0027651	Binding
C0020852	C0020835	C0242172	Binding
C0140278	C0146495	C2745900	Regulation
C1456820	C0255808	C0027651	Binding
C0085295	C0041368	C0027651	Binding
C0123759	C0041368	C0027651	Binding
C0010287	C0077404	C0746730	Regulation
C0010287	C0010290	C0746730	Binding
C0032140	C0042071	C1306459	Decrease
C0033371	C1171824	C0020514	Regulation
C0017040	C0004002	C0019159	Binding
C0004002	C0002059	C0019159	Binding
C0001899	C0017040	C0019159	Decrease
C0002059	C0001899	C0019159	Binding
C0108855	C0243045	C1306459	Binding
C0033371	C0040160	C0001430	Binding
C0041368	C0385242	C1306459	Binding
C0077503	C0054950	C0027651	Binding
C0003323	C0108779	C0024299	Binding
C0108779	C1332717	C0024299	Binding
C0003323	C1332717	C0024299	Binding
C0809183	C0249880	C0026470	Decrease
C0809183	C0249880	C0026764	Binding
C0809183	C0525037	C0026470	Decrease
C0809183	C0525037	C0026764	Binding
C0525037	C0249880	C0026470	Decrease
C0525037	C0249880	C0026764	Regulation
C1332717	C0024518	C0027651	Regulation
C0253023	C0245662	C0025202	Regulation
C0920274	C1527244	C1527249	Binding
C1527244	C0812305	C1527249	Regulation
C0527903	C0079460	C0027651	Binding
C0123759	C0104998	C0027651	Decrease
C0104998	C0527903	C0027651	Regulation
C1310550	C0067685	C0600139	Decrease
C0219510	C0007082	C0027651	Binding
C1426926	C0007082	C0027651	Regulation
C1426926	C0219510	C0027651	Binding
C0021760	C1456820	C0026269	Decrease
C0041368	C0079904	C0333516	Binding
C0021755	C0079904	C0333516	Increase
C0035379	C0146495	C0023487	Regulation
C0003323	C1332717	C0497156	Binding
C1332717	C0003323	C0007965	Regulation
C0021745	C0003323	C0007965	Decrease
C0054959	C0123759	C0032580	Regulation
C0054959	C0167627	C0032580	Binding
C0167627	C0123759	C0032580	Regulation
C0079904	C1456820	C2239176	Regulation
C0034790	C0024518	C0027651	Binding
C0123759	C0021745	C0026918	Increase
C1456820	C0021745	C0026918	Binding
C0021753	C0063710	C0175697	Binding
C1702299	C0021753	C0003873	Regulation
C1332717	C0054959	C0003850	Increase
C0254610	C0021756	C0027651	Binding
C0253050	C1335875	C0027651	Binding
C1414926	C0017785	C0011854	Decrease
C0021641	C0021758	C0751781	Binding
C0023822	C0023824	C0011849	Binding
C0023822	C0023824	C0010068	Binding
C0015936	C3489575	C0003507	Binding
C0021641	C0017687	C0020615	Binding
C0037659	C0021641	C0020615	Binding
C0017687	C0037659	C0020615	Binding
C0021745	C0600251	C0027651	Regulation
C0032200	C0003009	C0020507	Binding
C0010132	C0037659	C0011268	Binding
C0010132	C0037659	C1335499	Binding
C0042666	C0017626	C0027651	Binding
C0017626	C0027758	C0027651	Regulation
C0021740	C0021745	C0175697	Regulation
C1141639	C0002210	C1857230	Regulation
C0018062	C0002210	C1857230	Increase
C0021641	C0017687	C0020459	Binding
C0017687	C0021641	C0342218	Binding
C0021758	C0024320	C0027651	Binding
C0019018	C0019046	C0011849	Increase
C0001899	C0019168	C0019159	Binding
C0007082	C1419304	C0027651	Binding
C0015936	C0019046	C0018801	Increase
C0038418	C0032140	C0155626	Decrease
C0003779	C0138318	C0018802	Binding
C0027481	C0003243	C0018802	Regulation
C0034343	C0021641	C0032460	Binding
C1418818	C0021641	C0032460	Binding
C0021641	C0031858	C0032460	Binding
C0021641	C0031858	C1621895	Binding
C0021641	C0001924	C0011854	Binding
C0021641	C0001924	C0022658	Binding
C0001924	C0021641	C0011881	Binding
C0021641	C0034818	C0011860	Binding
C0022917	C0019472	C0018553	Binding
C0022917	C0162449	C0018553	Regulation
C0023764	C0002712	C0027651	Binding
C0042071	C0032143	C0007097	Binding
C0044091	C0019046	C0027651	Binding
C1366824	C0040085	C0027651	Regulation
C0030190	C1456820	C0027651	Regulation
C0037663	C0032015	C0271561	Binding
C0021758	C0021745	C0002395	Binding
C0021758	C3487299	C0002395	Binding
C0021745	C0020846	C0013595	Increase
C0020846	C0021745	C0002395	Binding
C3487299	C0020846	C0002395	Binding
C0037668	C0037663	C1335499	Binding
C0021756	C0600251	C0027651	Regulation
C0041368	C0021745	C0027651	Regulation
C0106132	C0018062	C0008497	Increase
C0018062	C0106132	C2931618	Increase
C0034802	C0040688	C0555198	Binding
C0040688	C0034802	C0027651	Binding
C1366370	C0015506	C0684275	Binding
C0041368	C0021755	C0175697	Regulation
C0014894	C1417861	C0442874	Decrease
C0021756	C0009392	C0027651	Binding
C0079460	C0021757	C0175697	Binding
C1456820	C0021758	C0027651	Regulation
C0024320	C1456820	C0027651	Regulation
C0169964	C0037663	C0041408	Binding
C0035094	C0003009	C0011849	Increase
C0021641	C0035094	C0011849	Regulation
C0021755	C0021760	C0175697	Regulation
C0021760	C0600251	C0175697	Increase
C0600251	C0021753	C0175697	Decrease
C0021753	C0001655	C0175697	Binding
C0001655	C0033371	C0175697	Increase
C0021760	C0125606	C0023418	Decrease
C0021760	C0125606	C0023470	Regulation
C0025326	C0023610	C2751898	Decrease
C0016424	C0023610	C2751898	Binding
C0031456	C0030123	C0751434	Decrease
C1413435	C0052190	C3250443	Binding
C1456820	C0021755	C0175697	Regulation
C1456820	C0021755	C0027651	Regulation
C0242275	C0079280	C0007137	Binding
C0034802	C0079280	C0007137	Binding
C0019166	C0312631	C0019163	Binding
C0021755	C0041368	C0027651	Binding
C0021753	C1456820	C0003864	Decrease
C0041368	C0079460	C0027651	Binding
C0017801	C0017626	C0017097	Binding
C1416902	C0023816	C0023817	Binding
C0079459	C0079460	C0024299	Binding
C3652465	C0021760	C0027651	Regulation
C0021760	C0021747	C0027651	Regulation
C0017757	C0034348	C0002878	Binding
C0312631	C0019168	C0019159	Increase
C0020861	C0019168	C0019159	Increase
C0020861	C0312631	C0019159	Regulation
C1333247	C1336643	C0003873	Increase
C0021756	C0003250	C0027651	Increase
C0007507	C0019764	C0027651	Binding
C0034802	C0079280	C0546837	Binding
C0079280	C0034802	C0027651	Binding
C0013759	C0007082	C0027651	Binding
C1527123	C0021965	C0549473	Regulation
C0021753	C0041368	C0333516	Binding
C0021760	C0021753	C0333516	Binding
C0018061	C0018062	C0027651	Binding
C0312402	C0138741	C2937421	Binding
C0138741	C0312402	C0027651	Binding
C0105421	C0023139	C0023418	Binding
C0041368	C0015982	C0027651	Regulation
C0032052	C0007082	C0027651	Binding
C0017622	C0020835	C0007570	Binding
C0015982	C0016006	C0042974	Binding
C0019168	C0019166	C0019159	Binding
C0019166	C0019168	C0019163	Decrease
C0019168	C0019166	C0019189	Regulation
C0019166	C0019168	C0023890	Binding
C0003323	C0020835	C0001175	Regulation
C0041368	C1456820	C0175697	Regulation
C0021760	C0041368	C0175697	Regulation
C0021760	C0041368	C0027651	Binding
C0041368	C0002199	C0027651	Binding
C0021745	C0041368	C0175697	Binding
C0021760	C0021755	C0027651	Increase
C0002199	C0021755	C0027651	Regulation
C0021745	C0021755	C0175697	Binding
C0021745	C0021755	C0027651	Regulation
C0002199	C0021760	C0175697	Binding
C0021760	C0021745	C0175697	Regulation
C0002199	C0021745	C0027651	Binding
C0001271	C0042666	C0027651	Regulation
C0042666	C0042971	C0027651	Decrease
C0001271	C0006611	C0027651	Decrease
C0010803	C0001271	C0027651	Binding
C0011696	C0010803	C0027651	Binding
C0002199	C0021745	C0333516	Regulation
C0002199	C0041368	C0333516	Regulation
C0041368	C0021745	C0333516	Decrease
C0040018	C2986710	C0678222	Decrease
C0169964	C0021641	C0020615	Binding
C0169964	C0021665	C0020615	Binding
C0021641	C0021665	C0020615	Binding
C0037663	C0021641	C0020615	Binding
C1537997	C0018909	C0027983	Binding
C1537997	C0027803	C0027983	Binding
C0034819	C0021756	C0026269	Increase
C0021756	C0021758	C0026769	Binding
C0021756	C0021758	C0026269	Binding
C0021745	C0021756	C0026769	Increase
C0021756	C0021745	C0026269	Binding
C0034819	C0021758	C0026269	Increase
C0021745	C0021758	C0026769	Binding
C0021745	C0021758	C0026269	Binding
C0034804	C0034802	C0027651	Decrease
C0079460	C0021757	C0023467	Regulation
C0079459	C0021757	C0023467	Binding
C0079459	C0079460	C0023467	Decrease
C0019167	C0019168	C0023895	Binding
C0061928	C0085113	C0162678	Binding
C0020835	C0020852	C0086438	Regulation
C0033706	C0040048	C0040034	Regulation
C0033706	C0016006	C0040034	Regulation
C0021641	C0022709	C0011849	Binding
C0022709	C0021641	C0085580	Regulation
C0023823	C0023825	C0020459	Regulation
C0023823	C0023825	C0242339	Binding
C0023823	C0023821	C0020459	Binding
C0023821	C0023823	C0242339	Binding
C0023825	C0023821	C0242339	Binding
C0021641	C0033634	C0027651	Regulation
C0019691	C0003323	C0019693	Binding
C0021757	C0079460	C0023473	Regulation
C0021758	C0079460	C0023473	Decrease
C0021758	C0021757	C0023473	Regulation
C0054948	C0075742	C0026764	Regulation
C0063695	C0075742	C0026764	Decrease
C0063695	C0243982	C0026764	Regulation
C0079459	C0079460	C3463824	Binding
C0015982	C0016006	C1260903	Binding
C0040018	C0016006	C1260903	Decrease
C1701061	C0079460	C1306759	Decrease
C0021757	C0079460	C1306759	Decrease
C0079460	C0021757	C0027651	Binding
C0021745	C1456820	C1306459	Binding
C0021756	C0020846	C0013595	Regulation
C0020846	C0020860	C0013595	Binding
C0020852	C0020835	C0038013	Binding
C0041368	C0021756	C0027651	Regulation
C0041368	C0021740	C0027651	Binding
C0242417	C0056926	C1863999	Regulation
C0018296	C0061928	C0162678	Binding
C0017822	C0038838	C0017181	Binding
C0001655	C0021641	C0020615	Binding
C0010132	C0001655	C0020615	Binding
C0021641	C0010132	C0020615	Binding
C0021641	C0040162	C0020615	Binding
C0079460	C0079459	C0002874	Binding
C0037663	C0033371	C0001430	Binding
C0033371	C0037663	C0027651	Regulation
C0016424	C0040160	C0001430	Binding
C0040160	C0023607	C0001430	Binding
C0023607	C0016424	C0001430	Binding
C0027758	C0001271	C0027651	Binding
C0027758	C0011696	C0027651	Regulation
C0040162	C0033371	C0020676	Binding
C0020835	C0021027	C0162538	Binding
C1456820	C0041368	C2239176	Decrease
C0021755	C0021756	C0027651	Binding
C0020861	C0020835	C0024141	Binding
C0020835	C0020852	C0024141	Binding
C0020852	C0020861	C0024141	Binding
C0017687	C0021641	C0238339	Binding
C0063695	C0021758	C0027651	Binding
C0063695	C0021745	C0027651	Binding
C0600251	C0079460	C0027651	Increase
C0040690	C0079460	C0027651	Binding
C0079460	C0021740	C0027651	Decrease
C0032200	C1456820	C0027651	Binding
C0021740	C1456820	C0027651	Binding
C0600251	C0040690	C0027651	Binding
C0600251	C0032200	C0027651	Binding
C0032200	C0040690	C0027651	Binding
C0021756	C0040690	C0027651	Increase
C0004002	C0001899	C1306759	Binding
C0079460	C0003323	C0027651	Decrease
C0033371	C0018061	C0020514	Decrease
C1332717	C0003323	C0041296	Binding
C0022709	C0021641	C0730345	Binding
C0019167	C0019166	C0019159	Binding
C0021760	C1332656	C0027651	Binding
C0042971	C0015506	C0042974	Binding
C0042971	C0009325	C0042974	Regulation
C0015506	C1366370	C0042974	Increase
C1366370	C0042971	C0042974	Increase
C0085151	C0001347	C1521724	Decrease
C0069515	C0812290	C0027651	Decrease
C0069515	C1413172	C0027651	Regulation
C0021755	C0041368	C0010674	Binding
C0021755	C0041368	C0024115	Binding
C0600251	C0041368	C0010674	Binding
C0600251	C0041368	C0024115	Binding
C0041368	C0021753	C0010674	Binding
C0021753	C0041368	C0024115	Binding
C0041368	C0002191	C0010674	Binding
C0041368	C0795657	C0010674	Binding
C0600251	C0041368	C0333516	Binding
C0021755	C0600251	C0010674	Binding
C0021753	C0021755	C0333516	Binding
C0021753	C0021755	C0010674	Binding
C0021753	C0600251	C0333516	Binding
C0021753	C0600251	C0010674	Binding
C0002191	C0795657	C0024115	Binding
C0037659	C0040160	C0001430	Decrease
C0020861	C0020835	C0003873	Binding
C0020835	C0020852	C0018801	Binding
C0020852	C0020835	C0003873	Binding
C0020861	C0020852	C0018801	Binding
C0020861	C0020852	C0003873	Binding
C0020835	C0035448	C0018801	Decrease
C0003438	C0033621	C0042487	Binding
C0003438	C0072393	C0042487	Binding
C0072393	C0033621	C0042487	Binding
C0021758	C0021755	C0027651	Binding
C0079419	C0080055	C1140680	Binding
C0242275	C0079280	C0678222	Binding
C0242275	C0040690	C0027651	Binding
C0016055	C0055023	C0042974	Binding
C0055023	C0042971	C0042974	Binding
C0042971	C0016055	C0042974	Binding
C3652465	C0021747	C0175697	Binding
C0002191	C0002190	C0027651	Binding
C0079091	C0064830	C0398738	Regulation
C0021756	C0085379	C0027651	Binding
C0021756	C0108779	C0027651	Binding
C0021665	C0021666	C0678222	Decrease
C0020374	C0023823	C0745103	Binding
C0023823	C1366530	C0745103	Binding
C0003593	C0023823	C0745103	Binding
C0172537	C0025543	C0027651	Binding
C0019168	C0019167	C0019189	Binding
C0080065	C0314684	C0027651	Decrease
C0019168	C0003339	C0019159	Binding
C0041368	C0063695	C0151779	Binding
C0041368	C0063695	C0333516	Binding
C0003595	C0003593	C1956346	Binding
C0085201	C0003593	C1956346	Decrease
C0010132	C0001655	C0497327	Binding
C0010132	C0001655	C0007222	Binding
C0031858	C0009630	C0027651	Binding
C0037659	C0023610	C0018801	Binding
C0023610	C0037663	C0018801	Binding
C0037659	C0037663	C0018801	Decrease
C0023824	C0023822	C1956346	Decrease
C0085201	C0023822	C1956346	Decrease
C0003593	C0023822	C1956346	Binding
C0085201	C0023824	C1956346	Decrease
C0003593	C0023824	C1956346	Decrease
C0033621	C0003438	C0040038	Binding
C0033621	C0003438	C0242666	Binding
C0072393	C0003438	C0040038	Binding
C0072393	C0033621	C0040038	Increase
C0040679	C0015879	C0392514	Binding
C0248266	C0017151	C0699791	Increase
C0248266	C0017151	C0027651	Binding
C0021641	C0017687	C0027651	Binding
C0037659	C0021641	C0027651	Binding
C0017687	C0037659	C0027651	Regulation
C0021756	C1366477	C0027651	Binding
C0020861	C0020835	C0022658	Binding
C0032200	C0021755	C0333516	Binding
C0032200	C0021760	C0333516	Binding
C0021755	C0021760	C0333516	Regulation
C0007367	C0038838	C0242706	Regulation
C0138741	C0312402	C1306459	Regulation
C0037663	C0033371	C0032000	Decrease
C1456820	C0255813	C0027651	Binding
C0255813	C0255808	C0027651	Binding
C0246957	C0525037	C2314896	Regulation
C0525037	C0246957	C0025202	Binding
C0752313	C0600388	C3263719	Binding
C0019046	C0006560	C0240066	Decrease
C0034845	C0019046	C0240066	Decrease
C0006560	C0015879	C0240066	Binding
C0034845	C0015879	C0240066	Binding
C0078791	C0015879	C0240066	Regulation
C0019046	C0021641	C0020615	Decrease
C0021641	C0019018	C0011880	Binding
C0021756	C0085295	C0175697	Decrease
C0003323	C1539357	C0027651	Decrease
C4048302	C1332717	C0027651	Binding
C0077401	C0010290	C0155626	Binding
C0623362	C0074479	C0028880	Increase
C0623362	C0074479	C0002448	Increase
C0623362	C1420441	C0028880	Increase
C0623362	C1420441	C0002448	Increase
C0074479	C1420441	C0028880	Increase
C0074479	C1420441	C0002448	Increase
C0081714	C0623362	C0027651	Decrease
C0012881	C1414231	C0027651	Regulation
C0080055	C0078058	C0595989	Binding
C0025543	C0145988	C0027651	Binding
C1565860	C0387583	C2239176	Binding
C0069515	C3824899	C0027651	Regulation
C0250029	C0078058	C0007134	Binding
C1417507	C0078058	C0027651	Binding
C0071253	C0032200	C0027651	Binding
C0021641	C0022709	C0011881	Binding
C3714928	C0022709	C0022658	Binding
C0074830	C0037659	C0027651	Binding
C0078058	C0213321	C0086543	Increase
C0020835	C0020852	C0026269	Decrease
C0020861	C0020852	C0026269	Binding
C0020835	C0020861	C0026269	Binding
C0809183	C0249880	C2239176	Regulation
C0249880	C0525037	C2239176	Binding
C1412785	C1453431	C0476089	Increase
C1430988	C1453431	C0476089	Increase
C1412785	C1430988	C0476089	Increase
C0072470	C0054953	C0023449	Decrease
C0072470	C0054953	C0023467	Binding
C0021641	C0299583	C0011849	Binding
C0034818	C0021641	C0028754	Decrease
C0299583	C0385463	C0028754	Binding
C0030190	C0021760	C0027651	Binding
C0021760	C0389071	C0027651	Binding
C0030190	C0389071	C0027651	Decrease
C0022709	C0003011	C0022658	Binding
C0023823	C0023822	C0026269	Binding
C0389071	C0021641	C0028754	Binding
C0080055	C0069515	C1134719	Binding
C0069515	C0080055	C1527349	Decrease
C0534191	C0015502	C0684275	Binding
C0529119	C0040690	C0027651	Binding
C1336926	C0034789	C1868682	Increase
C0249880	C0809183	C0023470	Binding
C0809183	C0525037	C0023470	Regulation
C0879262	C1172402	C0699791	Decrease
C1311470	C0285890	C1335499	Increase
C0526999	C0105770	C0699790	Binding
C0105770	C0753137	C1527249	Regulation
C0249880	C0525037	C1527249	Binding
C0252642	C0525037	C1527249	Binding
C0525037	C0252642	C0027651	Decrease
C0021760	C0062534	C1306459	Binding
C0001924	C0080055	C2239176	Increase
C1417861	C0001044	C0442874	Binding
C0255813	C0255808	C0333516	Binding
C0525037	C0069197	C0027651	Binding
C1336630	C0525037	C0027651	Binding
C0525037	C0147139	C0027651	Increase
C0388911	C0664390	C0027651	Binding
C0387583	C1565860	C0027651	Binding
C0037663	C0037668	C0271561	Regulation
C0037663	C0021641	C0271561	Binding
C0021665	C0037663	C0271561	Binding
C0037663	C0023822	C0271561	Decrease
C0021665	C0021641	C0271561	Binding
C0021665	C0037663	C0027651	Binding
C0037659	C0021665	C0027651	Binding
C0037659	C0037663	C0027651	Regulation
C0021641	C0389071	C0524620	Binding
C1541208	C0389252	C0238463	Regulation
C4308013	C0389252	C0238463	Binding
C4308013	C0389252	C0040136	Binding
C0389252	C0812260	C0238463	Binding
C1418752	C0389252	C0238463	Increase
C0389252	C0015491	C0238463	Binding
C0389252	C0015491	C0040136	Binding
C0812260	C4308013	C0238463	Decrease
C0389252	C0015491	C0007133	Decrease
C0389252	C4308013	C0007133	Decrease
C0037668	C0037659	C0001430	Decrease
C0037663	C0037659	C0001430	Binding
C0037659	C0033371	C0001430	Binding
C0037663	C0037668	C0001430	Regulation
C0037663	C0033371	C0346302	Regulation
C0299636	C1335867	C0001430	Binding
C0387583	C1565860	C1306459	Regulation
C0042071	C0032144	C0027651	Binding
C0032143	C0042071	C0027651	Binding
C0080055	C0812222	C0001418	Binding
C0080055	C0812222	C0027651	Increase
C0079904	C0670896	C0751781	Increase
C0082645	C0285558	C0678222	Binding
C0034678	C1425569	C0027651	Increase
C0663937	C0291147	C0027651	Binding
C0291147	C4317139	C0027651	Regulation
C0812284	C0767970	C0027651	Increase
C0600388	C0752313	C0027651	Decrease
C0148199	C0071253	C0027651	Binding
C0034678	C0080113	C0027651	Decrease
C0080055	C0087071	C0027651	Regulation
C0087071	C0080113	C0027651	Decrease
C0218504	C2352110	C0027651	Binding
C0299583	C0021641	C1335499	Binding
C0285488	C0056207	C0019061	Regulation
C0385242	C1336643	C0333516	Binding
C0385242	C1336643	C1306459	Binding
